15.0 1.490972 13 0.037077479313775474
15.1 1.504722 13 0.03803263995219763
15.2 1.518448 13 0.03898048867644599
15.3 1.532152 13 0.03990979526527483
15.4 1.545833 13 0.04083255589818102
15.5 1.559491 13 0.04173921465009589
15.6 1.573127 13 0.04263221789112048
15.7 1.58674 13 0.04351500930121266
15.8 1.600331 13 0.04438756084022588
15.9 1.613899 13 0.045244388205873065
16.0 1.627445 13 0.04609443019507253
16.1 1.64168 13 0.04699842022116896
16.2 1.695012 13 0.04798376725443676
16.3 1.748893 13 0.05222976721652217
16.4 1.80313 13 0.05648788871720911
16.5 1.857715 13 0.060745997218557224
16.6 1.912642 13 0.06501363394255455
16.7 1.967905 13 0.06927974317122221
16.8 2.023496 13 0.07355493950307035
16.9 2.079411 13 0.07783788015569537
17.0 2.135642 13 0.0821212555539631
17.1 2.192183 13 0.08641222896622791
17.2 2.24903 13 0.09071023769723163
17.3 2.306175 13 0.09501144437734377
17.4 2.363613 13 0.09931818626779165
17.5 2.42134 13 0.10362840604263734
17.6 2.479348 13 0.10794358369932389
17.7 2.537633 13 0.11226612058138885
17.8 2.601687 13 0.1165894547651879
17.9 2.683677 13 0.1209205118082809
18.0 2.766554 13 0.12525263357613647
18.1 2.854006 13 0.12981632044245983
18.2 2.942382 13 0.1343906850685418
18.3 3.03168 14 0.13896495112895302
18.4 3.121901 14 0.14354479590033575
18.5 3.213046 14 0.1481282031950789
18.6 3.305114 14 0.15271543753236194
18.7 3.398105 14 0.15730719584674957
18.8 3.492019 14 0.16190243709816965
18.9 3.586856 14 0.16650249868630163
19.0 3.682617 14 0.17110643139719373
19.1 3.779301 14 0.17571244760487137
19.2 3.876907 14 0.18032184788379357
19.3 3.975437 14 0.18493968887779721
19.4 4.074891 14 0.18955391770058594
19.5 4.175267 14 0.19417458807829624
19.6 4.276567 14 0.19879619324505415
19.7 4.378789 14 0.20342920353982297
19.8 4.481935 14 0.20805865881048924
19.9 4.586004 14 0.21269118051103586
20.0 4.690996 14 0.21733082230336898
20.1 4.800311 14 0.2221403763215145
20.2 4.910594 14 0.2269524625736219
20.3 5.021845 14 0.23177189177820157
20.4 5.134065 14 0.2365921615713802
20.5 5.247253 14 0.24141549615878877
20.6 5.361409 14 0.24624134086610128
20.7 5.476534 14 0.25107135067167907
20.8 5.592628 14 0.2559031361203693
20.9 5.70969 14 0.26073799204977866
21.0 5.82772 14 0.2655771679889889
21.1 5.946719 14 0.27041737256573084
21.2 6.066686 14 0.2752613385185555
21.3 6.187622 14 0.2801080652637763
21.4 6.309526 14 0.28495656705490424
21.5 6.432398 14 0.2898079972268406
21.6 6.556239 14 0.29466349838043904
21.7 6.681049 14 0.29951930484084666
21.8 6.806827 14 0.3043806317111679
21.9 6.933573 14 0.3092395614011102
22.0 7.061287 14 0.31410808491460085
22.1 7.204086 14 0.31978828936881454
22.2 7.347918 14 0.32547129373237216
22.3 7.492785 14 0.33115817551347027
22.4 7.638686 14 0.33684543156374136
22.5 7.78562 14 0.3425348994349958
22.6 7.933589 14 0.3482287638284659
22.7 8.082593 14 0.3539225082796382
22.8 8.298659 14 0.3597169331891582
22.9 8.449134 14 0.36541562067820654
23.0 8.600644 14 0.37111329109464675
23.1 8.753188 14 0.37681528834223443
23.2 8.906766 14 0.38252212389380535
23.3 9.061378 14 0.3882263838923563
23.4 9.217024 14 0.39393652766892784
23.5 9.373704 14 0.39964615819285043
23.6 9.531419 14 0.40535867060788633
23.7 9.690167 14 0.41107159606065335
23.8 9.84995 14 0.4167875066199279
23.9 10.01077 14 0.42250815139457765
24.0 10.17262 14 0.4282275193751044
24.1 10.33582 14 0.4339050555069699
24.2 10.50008 14 0.43958562838520154
24.3 10.6654 14 0.44526902115772493
24.4 10.83178 14 0.45095242206116715
24.5 10.99923 14 0.45663865546218485
24.6 11.16773 14 0.4623256312903954
24.7 11.3373 14 0.4680174961380885
24.8 11.50793 14 0.47370922298788143
24.9 11.67962 14 0.4794010719423043
25.0 11.85238 14 0.4850950450909671
25.1 12.02619 14 0.49079238798872327
25.2 12.20106 14 0.4964908875647769
25.3 12.377 14 0.502192094968299
25.4 12.554 14 0.507893351536152
25.5 12.73206 14 0.5135968074238328
25.6 12.91118 14 0.5193026881701336
25.7 13.09136 14 0.5250095592092978
25.8 13.27261 14 0.5307184718077287
25.9 13.45491 14 0.5364276123582239
26.0 13.63828 14 0.5421380125952269
26.1 13.82364 14 0.5482206932553476
26.2 14.00996 14 0.554302112414479
26.3 14.19722 14 0.5603839970571807
26.4 14.38543 14 0.5664698614347433
26.5 14.57458 14 0.5725536183397428
26.6 14.76469 14 0.5786403176198955
26.7 14.95575 14 0.5847291062170004
26.8 15.14775 14 0.59081795547491
26.9 15.34071 14 0.5969104033102053
27.0 15.53461 14 0.6030014517561917
27.1 15.72946 14 0.6090940441458044
27.2 15.92526 14 0.6151888641325811
27.3 16.12201 14 0.621284262281445
27.4 16.31971 14 0.6273797659668552
27.5 16.51836 14 0.6334782142090578
27.6 16.71796 14 0.639575829379547
27.7 16.91851 14 0.6456759424104033
27.8 17.12 14 0.6517780055392712
27.9 17.32245 14 0.6578791388472545
28.0 17.52584 14 0.6639843570381052
28.1 17.73713 14 0.6703684083794847
28.2 17.9494 14 0.6767555731467532
28.3 18.16267 14 0.6831420550252667
28.4 18.37693 14 0.6895309488593071
28.5 18.59218 14 0.6959207250985577
28.6 18.80841 14 0.702312765951602
28.7 19.02564 14 0.7087037519833836
28.8 19.24385 14 0.7150965684615688
28.9 19.46306 14 0.721489892318278
29.0 19.68325 14 0.7278850104052317
29.1 19.90444 14 0.7342808796793201
29.2 20.12661 14 0.7406783171163583
29.3 20.34977 14 0.7470767688153721
29.4 20.57393 14 0.7534754966081587
29.5 20.79907 14 0.7598752970550708
29.6 21.0252 14 0.7662769166189917
29.7 21.25232 14 0.7726790405894662
29.8 21.48043 14 0.7790824240945375
29.9 21.70953 14 0.7854861463178081
30.0 21.93963 14 0.7918910573951612
30.1 22.16666 14 0.7982697615445871
30.2 22.39463 14 0.8046483220630969
30.3 22.62353 14 0.8110291666245719
30.4 22.85337 14 0.8174103550776901
30.5 23.08413 14 0.8237922009710738
30.6 23.31582 14 0.8301750599966513
30.7 23.54845 14 0.8365588591225115
30.8 23.782 14 0.8429430765080315
30.9 24.01649 14 0.8493285886641898
31.0 24.25191 14 0.8557148739608857
31.1 24.48826 14 0.8621018972196901
31.2 24.72554 14 0.868489848059746
31.3 24.96375 14 0.8748782318188009
31.4 25.20289 14 0.8812680965017861
31.5 25.44296 14 0.8876580865592939
31.6 25.68397 14 0.894049210102464
31.7 25.9259 14 0.9004415449220129
31.8 26.16877 14 0.9068340125972583
31.9 26.41256 14 0.9132274286830273
32.0 26.65729 14 0.9196216344131258
32.1 26.90295 14 0.9260165693451637
32.2 27.14954 14 0.9324121667491871
32.3 27.39706 14 0.938808887343739
32.4 27.64551 14 0.9452060935957468
32.5 27.8949 14 0.9516039796489172
32.6 28.14521 14 0.9580027343564779
32.7 28.39646 14 0.9644022367602475
32.8 28.64863 14 0.9708025214992864
32.9 28.90174 14 0.9772035118688159
33.0 29.15578 14 0.983605106672576
33.1 29.41075 14 0.9900074492478049
33.2 29.66665 14 0.9964105115712546
33.3 29.84175 14 1.0
33.4 29.91286 14 1.0
33.5 29.98397 14 1.0
33.6 30.05508 14 1.0
33.7 30.12619 14 1.0
33.8 30.1973 14 1.0
33.9 30.26841 14 1.0
34.0 30.33952 14 1.0
34.1 30.41063 14 1.0
34.2 30.48174 14 1.0
34.3 30.55285 14 1.0
34.4 30.62396 14 1.0
34.5 30.69507 14 1.0
34.6 30.76618 14 1.0
